,6,9,4
Date,TMPC,WSPD,PRCP
2010-01-26 12:00:00,-8.36,6.530696746902279,0.0
2010-01-26 15:00:00,-7.76,8.348652585896719,0.1
2010-01-26 18:00:00,-6.16,8.139410298049853,0.06
2010-01-26 21:00:00,-5.36,6.923149572268391,0.06
2010-01-27 00:00:00,-6.16,6.40702739185654,0.1
2010-01-27 03:00:00,-6.36,5.6008927859761775,0.03
2010-01-27 06:00:00,-6.86,5.315072906367325,0.01
2010-01-27 09:00:00,-8.06,4.110960958218893,0.0
2010-01-27 12:00:00,-7.96,3.921734310225516,0.0
2010-01-27 15:00:00,-5.86,4.356604182158393,0.01
2010-01-27 18:00:00,-1.96,5.024937810560445,0.01
2010-01-27 21:00:00,-0.66,4.25205832509386,0.05
2010-01-28 00:00:00,-1.86,3.78021163428716,0.08
2010-01-28 03:00:00,-2.36,5.063595560468865,0.0
2010-01-28 06:00:00,-4.86,6.96419413859206,0.0
2010-01-27 12:00:00,-8.96,2.7294688127912363,0.0
2010-01-27 15:00:00,-6.96,3.5355339059327378,0.01
2010-01-27 18:00:00,-2.76,4.243819034784589,0.01
2010-01-27 21:00:00,-1.46,4.87954915950234,0.02
2010-01-28 00:00:00,-2.26,4.045985664828781,0.09
2010-01-28 03:00:00,-1.46,4.924428900898052,0.07
2010-01-28 06:00:00,-2.66,6.239390995922599,0.01
2010-01-28 09:00:00,-7.26,6.684309986827363,0.0
2010-01-28 12:00:00,-9.66,5.920304046246273,0.0
2010-01-28 15:00:00,-9.36,6.931089380465382,0.0
2010-01-28 18:00:00,-7.56,6.090155991434044,0.0
2010-01-28 21:00:00,-7.46,5.2,0.0
2010-01-29 00:00:00,-9.56,4.119465984809196,0.0
2010-01-29 03:00:00,-10.26,2.5298221281347035,0.0
2010-01-29 06:00:00,-10.86,3.6400549446402586,0.0
2010-01-28 12:00:00,-10.96,6.5069193939989765,0.0
2010-01-28 15:00:00,-10.56,7.2862884927787475,0.0
2010-01-28 18:00:00,-8.56,6.435060217278467,0.0
2010-01-28 21:00:00,-8.16,5.536244214266564,0.0
2010-01-29 00:00:00,-10.46,3.5057096285916205,0.0
2010-01-29 03:00:00,-10.76,3.3060550509633075,0.0
2010-01-29 06:00:00,-11.16,2.961418578992169,0.0
2010-01-29 09:00:00,-11.36,2.7294688127912363,0.0
2010-01-29 12:00:00,-11.56,3.3526109228480423,0.0
2010-01-29 15:00:00,-11.16,3.6878177829171546,0.0
2010-01-29 18:00:00,-8.76,3.9204591567825315,0.0
2010-01-29 21:00:00,-8.06,3.8483762809787714,0.0
2010-01-30 00:00:00,-8.46,5.515432893255071,0.0
2010-01-30 03:00:00,-8.36,5.5901699437494745,0.0
2010-01-30 06:00:00,-8.26,4.313930922024598,0.0
2010-01-29 12:00:00,-12.26,3.22490309931942,0.0
2010-01-29 15:00:00,-11.16,4.272001872658765,0.0
2010-01-29 18:00:00,-7.86,4.052159917870962,0.0
2010-01-29 21:00:00,-6.66,4.36806593356831,0.0
2010-01-30 00:00:00,-8.46,4.332435804486893,0.0
